id,ln_gpdpc1929,ln_gpdpc1930,ln_gpdpc1931,ln_gpdpc1932,ln_gpdpc1933,ln_gpdpc1934,ln_gpdpc1935,ln_gpdpc1936,ln_gpdpc1937,ln_gpdpc1938,ln_gpdpc1939,ln_gpdpc1940,ln_gpdpc1941,ln_gpdpc1942,ln_gpdpc1943,ln_gpdpc1944,ln_gpdpc1945,ln_gpdpc1946,ln_gpdpc1947,ln_gpdpc1948,ln_gpdpc1949,ln_gpdpc1950,ln_gpdpc1951,ln_gpdpc1952,ln_gpdpc1953,ln_gpdpc1954,ln_gpdpc1955,ln_gpdpc1956,ln_gpdpc1957,ln_gpdpc1958,ln_gpdpc1959,ln_gpdpc1960,ln_gpdpc1961,ln_gpdpc1962,ln_gpdpc1963,ln_gpdpc1964,ln_gpdpc1965,ln_gpdpc1966,ln_gpdpc1967,ln_gpdpc1968,ln_gpdpc1969,ln_gpdpc1970,ln_gpdpc1971,ln_gpdpc1972,ln_gpdpc1973,ln_gpdpc1974,ln_gpdpc1975,ln_gpdpc1976,ln_gpdpc1977,ln_gpdpc1978,ln_gpdpc1979,ln_gpdpc1980,ln_gpdpc1981,ln_gpdpc1982,ln_gpdpc1983,ln_gpdpc1984,ln_gpdpc1985,ln_gpdpc1986,ln_gpdpc1987,ln_gpdpc1988,ln_gpdpc1989,ln_gpdpc1990,ln_gpdpc1991,ln_gpdpc1992,ln_gpdpc1993,ln_gpdpc1994,ln_gpdpc1995,ln_gpdpc1996,ln_gpdpc1997,ln_gpdpc1998,ln_gpdpc1999,ln_gpdpc2000,ln_gpdpc2001,ln_gpdpc2002,ln_gpdpc2003,ln_gpdpc2004,ln_gpdpc2005,ln_gpdpc2006,ln_gpdpc2007,ln_gpdpc2008,ln_gpdpc2009,state,region,g1929_1994,g1929_1945,g1946_1994,g1995_2009,g1929_2009
24,6.8987145,6.7878451,6.6187391,6.363028,6.302619,6.401917,6.49224,6.6476884,6.6783423,6.6476884,6.6605749,6.7381525,6.9206715,7.1592917,7.345365,7.3670769,7.3670769,7.4211774,7.4342575,7.474772,7.4639368,7.5374298,7.6401234,7.6993895,7.7182407,7.7084107,7.7744355,7.8220439,7.8551569,7.8617272,7.9157133,7.9455552,7.9655457,8.0077,8.0398026,8.0937681,8.1365185,8.2060375,8.2630749,8.3445053,8.420682,8.4794912,8.5239706,8.6035547,8.6906424,8.7876778,8.8665819,8.9638004,9.0560226,9.1713915,9.2915516,9.3950758,9.4883509,9.5305376,9.5812826,9.6757708,9.7356014,9.7772436,9.8322601,9.8890333,9.9410238,9.9937391,9.9998884,10.031089,10.040071,10.063606,10.106265,10.148901,10.194626,10.24991,10.305948,10.382049,10.396658,10.401228,10.428246,10.481869,10.531109,10.600851,10.644067,10.654361,10.618935,California,Pacific,3.1648917,2.6965294,-2.6424289,-.51266956,-3.7202201
25,6.6476884,6.4937539,6.3332796,5.9914646,5.9532433,6.1202974,6.2461066,6.3851943,6.4738908,6.329721,6.4216223,6.4892049,6.7105231,6.9285378,7.133296,7.1793079,7.2004247,7.1777825,7.2449417,7.3388882,7.2834482,7.3827462,7.5147996,7.5579948,7.6128311,7.5832477,7.6434827,7.6879973,7.7155695,7.6857033,7.7467327,7.7794671,7.785305,7.8300281,7.8648038,7.9208097,7.9888821,8.0649509,8.1044016,8.1931238,8.2774124,8.3189859,8.3728609,8.4534006,8.5598698,8.6539946,8.7139111,8.8177423,8.9241238,9.0271387,9.1324873,9.2205877,9.3040133,9.3487968,9.4064827,9.5066605,9.5676651,9.6113291,9.6598225,9.7254963,9.7883568,9.8411865,9.8635502,9.9155149,9.9522305,10.001657,10.038324,10.069552,10.123145,10.17214,10.209206,10.254145,10.273878,10.292892,10.320387,10.349455,10.376518,10.42356,10.457775,10.47788,10.463617,Ohio,E N Cen,3.3539691,2.8012328,-2.823875,-.42529297,-3.8159289
26,6.8543544,6.6933236,6.508769,6.1862087,6.0799332,6.2245584,6.3508859,6.4769726,6.5944133,6.4738908,6.5567784,6.6214056,6.7934661,6.9431224,7.1372786,7.2341771,7.2896104,7.3356338,7.4018416,7.5043917,7.4295206,7.5126176,7.6138186,7.6453977,7.700295,7.6857033,7.7275352,7.8046594,7.8328075,7.8284364,7.8792915,7.9010072,7.9334383,7.9731555,8.0000143,8.0491076,8.1196966,8.1884117,8.238801,8.3052368,8.37885,8.4294538,8.4916706,8.569026,8.6832161,8.774004,8.8516636,8.9389257,9.0341997,9.135294,9.2343502,9.3126259,9.4132814,9.4549322,9.4946918,9.5943775,9.6491117,9.697938,9.7578259,9.8234158,9.8850183,9.9405909,9.9674006,10.032936,10.059893,10.103976,10.152026,10.203777,10.252276,10.308085,10.346409,10.381553,10.398428,10.414063,10.440127,10.480073,10.513932,10.576942,10.627115,10.646591,10.619692,Illinois,E N Cen,3.2496219,2.8143659,-2.7683425,-.46766567,-3.7653375
28,6.9392538,6.753438,6.652863,6.3801227,6.3350544,6.4692502,6.5525079,6.7661915,6.8554087,6.6783423,6.8012829,6.9343972,7.0596175,7.1631722,7.2889276,7.3158836,7.3304052,7.3556409,7.4169798,7.4295206,7.4983158,7.6377163,7.6755462,7.7160153,7.7583337,7.7432699,7.8268423,7.9189925,7.8804264,7.8826923,7.9098568,7.9391589,7.9427176,7.9837809,8.0225687,8.0740261,8.1513338,8.1914635,8.238801,8.3136072,8.3941212,8.4355488,8.4953566,8.5760279,8.6777802,8.7557373,8.8141823,8.9023199,8.9762621,9.0662394,9.1641912,9.2875795,9.3820219,9.4514809,9.5125904,9.6034632,9.6838379,9.7280025,9.7943983,9.8684816,9.9489384,9.9821138,10.014224,10.047328,10.078406,10.107652,10.14215,10.190169,10.218481,10.294549,10.334556,10.349935,10.394029,10.418196,10.437727,10.491219,10.526669,10.580455,10.60289,10.613935,10.600004,Delaware,S Atl,3.1683979,2.7772465,-2.7520108,-.45785427,-3.6607504
29,6.1312265,6.0112672,5.8749309,5.5490761,5.556828,5.7462034,5.8200831,5.9661469,6.0354815,5.9135032,5.9610052,6.0088134,6.2105999,6.418365,6.605298,6.7093043,6.7889719,6.8297939,6.9392538,7.0121155,6.9304948,6.9622436,7.0749631,7.1284962,7.1514854,7.1106963,7.1838708,7.2977681,7.374002,7.3466554,7.3758821,7.3932629,7.4211774,7.474205,7.5245614,7.5878172,7.6619978,7.7279754,7.7902822,7.852828,7.9366603,8.0446262,8.1250391,8.2112112,8.3005285,8.4022312,8.5119801,8.6086779,8.7083092,8.8103104,8.9135504,9.0084686,9.0899792,9.1526051,9.1722231,9.251194,9.2998152,9.3469667,9.3884869,9.4499874,9.5125904,9.5873375,9.6302996,9.6876917,9.7245998,9.7649727,9.7932816,9.8290873,9.8724098,9.9157124,9.9506569,9.9949265,10.057624,10.090092,10.111558,10.145806,10.180134,10.253405,10.301223,10.350255,10.368573,West Virginia,S Atl,3.6337461,2.9760008,-2.9351788,-.57529163,-4.2373466
30,6.6437898,6.568078,6.4583383,6.2383246,6.1441855,6.2595816,6.3062754,6.4264884,6.4997869,6.4504704,6.4967752,6.5652652,6.7684932,7.0184016,7.160069,7.1884127,7.1793079,7.181592,7.2115569,7.3132205,7.3105502,7.4036703,7.5038409,7.5725031,7.6093664,7.5694118,7.6241307,7.6889133,7.7262125,7.7222347,7.7510452,7.7861366,7.8268423,7.8777761,7.909122,7.9658928,8.0245352,8.096817,8.1650791,8.2508812,8.3449802,8.4279251,8.4957657,8.5737629,8.6693993,8.7612371,8.8360834,8.9274464,9.0107908,9.111845,9.2138338,9.3263445,9.4256935,9.4914513,9.5629673,9.6609697,9.7386723,9.796236,9.8634987,9.9343081,9.9988432,10.044249,10.067773,10.100616,10.130782,10.16762,10.199733,10.234373,10.282677,10.336892,10.387918,10.430344,10.475314,10.49938,10.52699,10.587872,10.634773,10.691717,10.732629,10.758754,10.76128,Maryland,S Atl,3.5238299,2.9883118,-2.9860277,-.56154728,-4.1174903
31,6.4520488,6.3595738,6.1548581,5.869297,5.866468,5.908083,6.0958247,6.2952662,6.2766433,6.2265368,6.2461066,6.300786,6.4754329,6.7968235,6.9460139,6.9707303,7.0808678,7.0992017,7.2145042,7.2820735,7.2654295,7.3271232,7.4933171,7.5390272,7.502738,7.4804282,7.5331588,7.5806999,7.6515956,7.6764736,7.7235622,7.7579064,7.7902822,7.8123784,7.8395257,7.8777761,7.9373746,8.000349,8.0526152,8.125927,8.2122974,8.3077059,8.3923101,8.474494,8.5773468,8.6765871,8.7516327,8.8385515,8.9315519,9.0523996,9.1691017,9.2881346,9.4043436,9.4684649,9.5156164,9.5990658,9.6431608,9.6659918,9.7060728,9.7575941,9.8281174,9.888526,9.9275455,9.97334,10.022426,10.064671,10.121217,10.174697,10.238173,10.304276,10.359202,10.402717,10.4408,10.433027,10.436818,10.478498,10.529105,10.588149,10.625343,10.638712,10.598957,Colorado,Mtn,3.6126218,2.9838028,-2.9654689,-.47774029,-4.1469083
32,5.9738097,5.7838254,5.6733232,5.3518581,5.32301,5.4510384,5.57973,5.6835799,5.8318825,5.6937323,5.7203116,5.768321,5.9788857,6.2878585,6.5525079,6.6424866,6.6883545,6.7165947,6.7627296,6.9027429,6.84375,6.8977051,7.0501227,7.1204443,7.1739583,7.161622,7.2048926,7.2703128,7.3072023,7.3414841,7.3802557,7.3981743,7.4564548,7.50769,7.552762,7.5868034,7.6657534,7.7531943,7.8244457,7.9076514,7.996654,8.0658932,8.1288805,8.2201338,8.3296585,8.4353323,8.5037022,8.6055698,8.7152243,8.8223219,8.9411526,9.0156631,9.1171284,9.1683722,9.1961403,9.3112707,9.3551331,9.3922453,9.4557934,9.5156164,9.5889139,9.647563,9.6952944,9.7596169,9.787796,9.8262825,9.8634462,9.9112072,9.9624634,10.014716,10.053501,10.097984,10.119244,10.138441,10.157238,10.199547,10.235701,10.288478,10.323611,10.351438,10.349774,Kentucky,E S Cen,3.8524728,3.137928,-3.1096878,-.48632813,-4.3759646
33,6.2766433,6.1463294,5.9939613,5.5834961,5.521461,5.659482,5.891644,5.9584246,6.059123,5.9480348,5.9454207,6.0520892,6.3135481,6.7464123,6.9517722,7.0639038,7.0604763,7.0352688,7.1777825,7.2093401,7.1693501,7.2882442,7.3790083,7.5104303,7.4610653,7.4905295,7.4690838,7.5071411,7.5553818,7.6487398,7.6525459,7.6801758,7.7084107,7.742836,7.776535,7.8304257,7.8969245,7.9703951,8.0169773,8.0919333,8.174139,8.2469578,8.3296585,8.4366341,8.5705442,8.6511993,8.7300444,8.8129921,8.8965883,8.9973946,9.1312971,9.2141333,9.3279457,9.3917446,9.4232721,9.517972,9.5701103,9.6093845,9.6539354,9.70082,9.7464247,9.8081875,9.8433132,9.9012346,9.928668,9.9689007,9.9937391,10.048496,10.100492,10.15374,10.197052,10.233367,10.274326,10.277359,10.312579,10.347564,10.384894,10.461216,10.506327,10.544894,10.519646,Kansas,W N Cen,3.6922574,2.9084244,-2.9336319,-.52590656,-4.2430024
34,6.0730443,5.9506426,5.9135032,5.6489744,5.6524892,5.768321,5.857933,5.9661469,6.0473723,5.9661469,6.0544395,6.1463294,6.3664703,6.6656837,6.7369671,6.8023949,6.856462,6.9097533,6.9226437,7.0457764,7.0317411,7.1364832,7.2584124,7.3198647,7.3349819,7.3485875,7.4006205,7.4454174,7.4604902,7.4866133,7.5416832,7.5683794,7.6033993,7.6596432,7.704361,7.7844734,7.8489337,7.9179006,7.9953065,8.0870256,8.1769543,8.2414398,8.3167887,8.4087172,8.5115776,8.6095896,8.6884537,8.7847748,8.8807249,8.9921846,9.1044245,9.227787,9.3317614,9.3988924,9.4677696,9.5678749,9.6346922,9.6950483,9.7603102,9.8285484,9.8924265,9.9300318,9.9566488,9.9972057,10.033331,10.07361,10.10463,10.146237,10.194963,10.252135,10.301894,10.346954,10.396566,10.411359,10.447293,10.49916,10.553309,10.612606,10.6574,10.678422,10.67385,Virginia,S Atl,4.000566,3.2171483,-3.163857,-.56921959,-4.6008058
35,6.4313312,6.329721,6.196444,5.8998976,5.811141,5.9053617,6.0402546,6.1441855,6.2304816,6.1633148,6.2225761,6.251904,6.4614682,6.6920838,6.8700533,6.9735432,7.029973,7.0825486,7.1098795,7.2269359,7.1906762,7.2633295,7.3485875,7.4139705,7.4599147,7.4535618,7.5054922,7.5522375,7.5750718,7.622664,7.6619978,7.6760101,7.7030077,7.7536235,7.7944112,7.8371596,7.9149828,7.9707403,8.0284548,8.1226683,8.1777964,8.2540083,8.3204479,8.399085,8.5045128,8.5720596,8.6539946,8.7492571,8.8523788,8.9602108,9.0725718,9.1474009,9.2550268,9.3088274,9.3687105,9.4696226,9.5373392,9.5822487,9.6323347,9.6857042,9.7458391,9.7841969,9.828764,9.8803215,9.9181299,9.9649115,10.003061,10.047544,10.096254,10.142623,10.18021,10.219939,10.245516,10.267123,10.298969,10.336795,10.362304,10.414933,10.450395,10.485004,10.466127,Missouri,W N Cen,3.5335803,2.9349384,-2.8823628,-.4630661,-4.0347962
36,6.3969297,6.253829,6.0614572,5.771441,5.7300997,5.891644,6.0306854,6.1355648,6.2225761,6.1696105,6.1944056,6.2245584,6.4583383,6.8211074,6.9117475,6.9565454,7.0246491,7.0184016,7.0783415,7.1884127,7.1739583,7.2203736,7.3920317,7.447751,7.447751,7.436028,7.4685135,7.5229411,7.545918,7.5416832,7.5878172,7.6299758,7.6511202,7.6810989,7.698029,7.7450027,7.7882113,7.858254,7.9208097,8.0365734,8.1573706,8.2540083,8.3296585,8.4089394,8.5028915,8.5809193,8.6175814,8.7117729,8.8011684,8.9340601,9.0599823,9.1684761,9.274066,9.3006382,9.3634043,9.4638195,9.5330038,9.5793486,9.6244345,9.667449,9.7152281,9.7533035,9.77355,9.8053789,9.8392687,9.8921232,9.9346952,9.980958,10.033682,10.091335,10.134163,10.149487,10.174735,10.183729,10.20751,10.266498,10.331073,10.390594,10.418405,10.417658,10.375895,Arizona,Mtn,3.4951935,2.8674741,-2.8737216,-.4411993,-3.9789648
37,6.1202974,5.908083,5.7071104,5.3752785,5.4026775,5.529429,5.6970935,5.771441,5.9295893,5.8464389,5.855072,5.9242558,6.0684257,6.4393506,6.6618547,6.8532991,6.877296,6.8585649,6.9353704,7.0414119,7.0613341,7.0422864,7.1623974,7.2449417,7.2964134,7.284821,7.3238306,7.3733745,7.4127641,7.4922032,7.5267177,7.5579948,7.5740452,7.597898,7.6280313,7.6943927,7.7668405,7.8308229,7.9017477,7.9888821,8.070281,8.1539249,8.2190571,8.299037,8.4171515,8.514389,8.6079473,8.6951723,8.7927017,8.9074774,9.0460548,9.1674328,9.3059235,9.3772945,9.3694782,9.4483328,9.4928846,9.4946165,9.5077744,9.5650034,9.6333179,9.6936302,9.7244205,9.7714405,9.8028383,9.837882,9.8727188,9.9110088,9.9573126,10.007803,10.041203,10.065479,10.128988,10.128988,10.154985,10.222523,10.279249,10.365743,10.397604,10.445172,10.42549,Oklahoma,W S Cen,3.7175846,2.9605861,-2.9793172,-.55277157,-4.3051929
38,5.8051348,5.676754,5.5134287,5.2311087,5.3375382,5.5333896,5.602119,5.6937323,5.7807436,5.6869755,5.7525725,5.7807436,6.0450053,6.3491392,6.5410299,6.6411819,6.7129564,6.763885,6.8023949,6.9107509,6.8762646,6.9819345,7.0833879,7.1147695,7.1499166,7.1647205,7.2211051,7.2696166,7.2612252,7.3165483,7.3658128,7.3957214,7.4318919,7.4938741,7.5374298,7.6053925,7.6699619,7.7676873,7.8339963,7.9208097,8.0232248,8.0971222,8.1633711,8.2684755,8.3813734,8.4644251,8.5249634,8.6276608,8.7091351,8.8217325,8.9174452,9.0176048,9.1252184,9.1788502,9.2572241,9.3748369,9.4453335,9.5062885,9.5697613,9.6460762,9.7134762,9.7623272,9.7913818,9.85849,9.9055853,9.948987,9.9959755,10.040637,10.093612,10.144629,10.165967,10.210752,10.227381,10.230125,10.247361,10.301223,10.348462,10.394886,10.433115,10.444066,10.421209,North Carolina,S Atl,4.1438522,3.2360306,-3.185102,-.42523384,-4.6160746
39,5.9348941,5.7838254,5.6240177,5.2882671,5.31812,5.5012584,5.5759492,5.7170277,5.811141,5.7037826,5.7397928,5.8289456,6.0776424,6.329721,6.590301,6.7615728,6.81564,6.7707896,6.7934661,6.872128,6.8575139,6.9353704,7.0228682,7.0715733,7.1514854,7.1499166,7.1906762,7.2598195,7.297091,7.3211884,7.3765082,7.3889461,7.4324837,7.4792995,7.52564,7.5832477,7.6629376,7.7544813,7.8131871,7.9160781,7.9953065,8.0674629,8.1464195,8.2448597,8.3659048,8.4544668,8.520587,8.6258678,8.7173548,8.8385515,8.9382696,9.0262976,9.126524,9.1793652,9.237566,9.3460073,9.4130363,9.4723196,9.5402918,9.609787,9.6730051,9.7303829,9.7701273,9.8437376,9.8904533,9.9376955,9.989665,10.019046,10.057239,10.109526,10.149331,10.175002,10.205775,10.227272,10.257694,10.300047,10.334101,10.383256,10.421626,10.441237,10.419659,Tennessee,E S Cen,4.0028014,3.1220555,-3.1669059,-.42999363,-4.4847646
40,6.1717005,6.0210233,5.8522024,5.5834961,5.5490761,5.6835799,5.7868972,5.9188938,6.0354815,6.0014148,6.0330863,6.0822191,6.2690964,6.5778613,6.8501263,6.9517722,6.9641356,6.9536843,7.0449052,7.101676,7.1701198,7.2174435,7.3051882,7.3550019,7.3765082,7.3963351,7.4366174,7.4866133,7.5261788,7.5342283,7.5745583,7.5781455,7.6113477,7.6396422,7.6755462,7.7336836,7.7968802,7.8747392,7.9515595,8.0407686,8.123558,8.2013855,8.2586813,8.3409328,8.4516945,8.5552597,8.6548662,8.7580976,8.8506613,8.9761362,9.0970592,9.2060308,9.340579,9.3894062,9.4175987,9.5027113,9.5607157,9.5585299,9.5809383,9.6371756,9.7003307,9.7675533,9.806426,9.859849,9.8946991,9.9325609,9.9770164,10.023801,10.095842,10.158246,10.198319,10.235342,10.258326,10.250441,10.2726,10.321935,10.387394,10.448396,10.49183,10.517835,10.482178,Texas,W S Cen,3.7608604,2.9684253,-2.9788766,-.50516129,-4.3104773
41,6.0161572,5.811141,5.6664267,5.3375382,5.3518581,5.5093884,5.676754,5.8377304,5.891644,5.8230457,5.8777356,5.9348941,6.1612072,6.4551988,6.650279,6.7810578,6.8480053,6.8341088,6.9206715,7.0246491,7.04316,7.0934048,7.2048926,7.2605224,7.2751722,7.2875605,7.3414841,7.3938785,7.4576092,7.509335,7.5469742,7.5411525,7.5766096,7.603898,7.6275444,7.6657534,7.7186856,7.7773738,7.8200378,7.904335,7.9796815,8.0699682,8.1406069,8.23244,8.3277264,8.4268303,8.5261526,8.6174002,8.7139111,8.8315659,8.9384003,9.0362253,9.1414185,9.1996841,9.2463827,9.3250074,9.3925781,9.4113197,9.4482546,9.4971724,9.552866,9.6131353,9.6642151,9.7065601,9.7541752,9.7951221,9.8443747,9.8770409,9.9150705,9.9607182,9.9920931,10.007982,10.093819,10.104222,10.131738,10.188892,10.246367,10.301525,10.352012,10.391607,10.379628,New Mexico,Mtn,3.778965,2.9471169,-2.9610133,-.53525352,-4.363471
42,5.7776523,5.5872488,5.4116459,5.0875964,5.1119876,5.3518581,5.3798971,5.5254531,5.5872488,5.4971681,5.529429,5.6383548,5.9269261,6.2499752,6.4892049,6.6039438,6.6644092,6.6253924,6.6908422,6.7810578,6.7250338,6.812345,6.9517722,7.0085053,7.0570369,7.0379062,7.1491318,7.2122946,7.2591162,7.291656,7.3304052,7.3511581,7.3696008,7.4187808,7.4719319,7.544332,7.6157908,7.6820216,7.7380524,7.8304257,7.9186287,7.9993429,8.0786886,8.1730118,8.2839994,8.3781614,8.4690533,8.579792,8.66854,8.7795572,8.8816977,8.9736052,9.0724564,9.1253271,9.1884012,9.2873011,9.3572941,9.4093552,9.4659128,9.5354624,9.6090498,9.6697884,9.713295,9.7677822,9.7976265,9.8447981,9.8875103,9.9198036,9.9584017,10.004373,10.042685,10.06352,10.105081,10.133051,10.168348,10.227923,10.27839,10.329865,10.373116,10.398763,10.382017,Alabama,E S Cen,4.0671458,3.1803889,-3.2194057,-.49450684,-4.6043649
43,5.655992,5.3082676,5.1647859,4.8441873,4.8751974,5.1590552,5.1761498,5.433722,5.4116459,5.3033047,5.32301,5.3706379,5.7268476,6.0844994,6.2785215,6.4441314,6.4441314,6.4150968,6.5072775,6.6871085,6.558198,6.6463904,6.7464123,6.8090391,6.84588,6.8330317,6.9517722,6.9574976,6.9688506,7.052721,7.1268907,7.1204443,7.1869011,7.2167096,7.3125534,7.3505163,7.4312997,7.5169773,7.6014023,7.6948481,7.786552,7.8789129,7.9610214,8.0734034,8.1922941,8.2779207,8.3440294,8.4673729,8.5676966,8.666647,8.7870674,8.8644638,8.9747448,9.0241308,9.0612602,9.1551447,9.2025099,9.2392197,9.2977104,9.3669167,9.4366789,9.4852409,9.5328588,9.5963507,9.6465282,9.7140808,9.751792,9.8005686,9.8461237,9.9041376,9.9373093,9.9519444,10.008838,10.023046,10.058994,10.106469,10.170457,10.213762,10.267158,10.295225,10.285957,Mississippi,E S Cen,4.0580888,3.2699494,-3.2989841,-.53416538,-4.6299653
44,5.8493247,5.7268476,5.5451775,5.2983174,5.31812,5.4971681,5.5909872,5.7104268,5.7462034,5.6698809,5.7333412,5.8200831,6.0378709,6.3403592,6.5861716,6.72263,6.7787848,6.7393365,6.7878451,6.8956828,6.8762646,6.9707303,7.0934048,7.1546154,7.1899223,7.1716566,7.2605224,7.3125534,7.3284373,7.3670769,7.4145727,7.4372063,7.4639368,7.5196924,7.5812097,7.6410842,7.7222347,7.8087292,7.8842001,7.969358,8.05896,8.1297646,8.2068567,8.3035049,8.4111662,8.4902334,8.5471401,8.6471682,8.7356863,8.8520927,8.951829,9.0447578,9.1521816,9.2157259,9.2918282,9.4079609,9.4836445,9.5460978,9.6037331,9.6725636,9.7293129,9.7834644,9.8140554,9.8695688,9.9099169,9.9603405,10.009198,10.068409,10.108345,10.170993,10.216106,10.237815,10.261023,10.263258,10.277118,10.308786,10.357679,10.396322,10.431023,10.437844,10.406865,Georgia,S Atl,4.1110158,3.1815557,-3.221004,-.39766693,-4.5575404
45,5.602119,5.4930615,5.32301,5.0689044,5.1647859,5.3518581,5.433722,5.5529594,5.6094718,5.521461,5.6204009,5.7365723,5.9763508,6.300786,6.4738908,6.5957804,6.6240654,6.6592941,6.6758232,6.8145428,6.7719355,6.8297939,7.0166097,7.0867381,7.1172056,7.0613341,7.113956,7.1388669,7.1592917,7.1823521,7.2384968,7.2703128,7.3118863,7.3790083,7.41998,7.4882936,7.579679,7.6852436,7.7579064,7.8516612,7.9469714,8.0274763,8.0937681,8.1895218,8.3012733,8.4026794,8.4595642,8.5673161,8.6454105,8.7536869,8.8599319,8.9611092,9.0654306,9.1128378,9.187583,9.2974348,9.3644342,9.4139338,9.4770031,9.5500221,9.6046772,9.6834641,9.7055855,9.7506275,9.7872343,9.8355303,9.8767843,9.9234371,9.9704447,10.023224,10.066669,10.099095,10.121458,10.13773,10.161033,10.205701,10.251924,10.308619,10.340386,10.35806,10.336406,South Carolina,S Atl,4.2334113,3.2114649,-3.1762362,-.45962143,-4.7342868
46,5.7365723,5.4293456,5.3706379,5.0562458,5.0562458,5.2311087,5.3327188,5.5093884,5.5451775,5.4424176,5.5174527,5.5606818,5.8348107,6.1758671,6.3261495,6.5323343,6.6066504,6.6280413,6.6080008,6.7867169,6.7007313,6.7417006,6.8638034,6.9343972,6.9716687,6.9791451,7.0698743,7.1147695,7.1260872,7.1808314,7.2527623,7.2477927,7.3205271,7.3613753,7.4121604,7.4826818,7.5422134,7.6468315,7.704812,7.7869668,7.8705478,7.9547234,8.0378666,8.1359329,8.2902927,8.3838902,8.4456968,8.5477228,8.6429443,8.780941,8.8661585,8.9340601,9.0553226,9.0996323,9.156518,9.2648287,9.3293667,9.3702459,9.4078789,9.4739342,9.5333652,9.5825243,9.6326628,9.7065601,9.740674,9.7841406,9.8280096,9.8751907,9.9148722,9.9645824,10.009828,10.010412,10.066116,10.082847,10.129587,10.183578,10.222378,10.276464,10.343998,10.367222,10.35752,Arkansas,W S Cen,4.0475683,3.1774902,-3.1560993,-.5295105,-4.6209478
47,6.025866,5.872118,5.7620516,5.484797,5.4249501,5.57973,5.6698809,5.7990928,5.866468,5.8522024,5.8861041,5.8971539,6.1070228,6.3835068,6.6669569,6.7753663,6.7900972,6.7250338,6.7855878,6.9265771,6.9791451,7.0184016,7.0983758,7.1530519,7.202661,7.1996784,7.2420826,7.3145528,7.3877091,7.3993979,7.4295206,7.4324837,7.4622149,7.4988699,7.5543346,7.6024013,7.6680937,7.7540526,7.8347883,7.9189925,7.9728107,8.041091,8.1101265,8.1867428,8.2925482,8.414052,8.5083542,8.6228132,8.7217655,8.8466406,8.9635439,9.0862503,9.2140331,9.2646389,9.2933016,9.3611717,9.4026947,9.3949928,9.4145861,9.4813595,9.5465984,9.6305628,9.6850824,9.7390842,9.78228,9.8404942,9.88027,9.9161072,9.9621811,10.014671,10.036575,10.057667,10.13126,10.153584,10.182406,10.231928,10.30176,10.417448,10.462704,10.483746,10.467408,Louisiana,W S Cen,3.8146281,3.0503969,-3.1154604,-.58713818,-4.4415421
48,6.2499752,6.1527328,5.9864521,5.7651911,5.6629605,5.8522024,5.9295893,6.1092477,6.1882639,6.1312265,6.2045579,6.2576675,6.4118185,6.6682281,6.9167151,7.0157123,7.068172,7.0639038,7.0621915,7.09091,7.0967212,7.1731915,7.2356191,7.2957349,7.3569183,7.3537221,7.4223738,7.4905295,7.5153446,7.5427437,7.6058898,7.6123366,7.6202149,7.6558642,7.6962128,7.7613192,7.8232455,7.8954358,7.9755645,8.0861025,8.2049456,8.2955484,8.3631096,8.4559555,8.5631218,8.6333752,8.68186,8.7602959,8.855093,8.977273,9.091444,9.2152281,9.3232222,9.3749218,9.4443846,9.5298119,9.5959425,9.6436148,9.7059507,9.7752562,9.8545599,9.8962107,9.9128933,9.9360027,9.9828529,10.014134,10.065267,10.111152,10.155102,10.200996,10.232072,10.245125,10.269935,10.292111,10.318144,10.387825,10.447555,10.516888,10.539561,10.540276,10.506846,Florida,S Atl,3.7641592,2.9459624,-2.9502306,-.44157982,-4.2568712
51,6.6720328,6.4876842,6.2915692,5.9763508,5.8493247,6.1158919,6.2728772,6.4281054,6.5294189,6.3491392,6.4377518,6.5220928,6.7202201,6.9565454,7.2108183,7.2377782,7.189168,7.1921821,7.2902927,7.3543625,7.3310604,7.448916,7.5475016,7.5933743,7.6971211,7.6381984,7.7133379,7.7297354,7.7445698,7.7169061,7.7655692,7.7989335,7.7944112,7.8601851,7.911324,7.9892216,8.0755825,8.1461296,8.1758289,8.2702694,8.3296585,8.3414106,8.412055,8.5103703,8.6219139,8.6871052,8.7449656,8.8655939,8.9818077,9.0863628,9.1799841,9.2465763,9.3169498,9.3467922,9.4127092,9.5160589,9.5979128,9.6532936,9.6884365,9.7525482,9.813344,9.8533516,9.8687925,9.9172916,9.9706783,10.037231,10.084767,10.104262,10.149175,10.196419,10.243987,10.295935,10.315465,10.322527,10.356027,10.370048,10.389487,10.417867,10.447003,10.469228,10.442317,Michigan,E N Cen,3.3651986,2.8480635,-2.8450494,-.35754967,-3.7702842
